epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,571.145,0.89073,0.65083,0.86818,0.76642,0.91456,0.90525,0.6832,0.86206,0.59205,0.84857,0.000142569,0.000142569,0.000142569
169,574.422,0.88504,0.64731,0.868,0.77312,0.90016,0.92234,0.68935,0.8733,0.58977,0.8482,0.000142148,0.000142148,0.000142148
170,577.673,0.87711,0.64864,0.87297,0.81147,0.89087,0.91989,0.69422,0.88234,0.59718,0.8497,0.000141726,0.000141726,0.000141726
171,580.937,0.85978,0.63721,0.86826,0.77658,0.90503,0.90431,0.68099,0.87214,0.59921,0.84851,0.000141304,0.000141304,0.000141304
172,584.18,0.86361,0.64522,0.86553,0.77672,0.91497,0.89298,0.6678,0.88092,0.60882,0.85194,0.000140882,0.000140882,0.000140882
173,587.425,0.87174,0.644,0.86429,0.79042,0.90137,0.89388,0.66845,0.88495,0.60854,0.85265,0.000140461,0.000140461,0.000140461
174,590.789,0.87364,0.63701,0.8615,0.78535,0.88945,0.91014,0.69073,0.882,0.60684,0.84995,0.000140039,0.000140039,0.000140039
175,594.24,0.87723,0.64251,0.86381,0.78039,0.89719,0.91331,0.6868,0.86059,0.60298,0.84764,0.000139617,0.000139617,0.000139617
176,597.802,0.88478,0.64641,0.87464,0.72535,0.90405,0.89161,0.67157,0.88287,0.60101,0.84785,0.000139196,0.000139196,0.000139196
177,601.288,0.87145,0.64182,0.86038,0.7368,0.89515,0.89296,0.67481,0.88632,0.58947,0.84964,0.000138774,0.000138774,0.000138774
178,604.8,0.86122,0.64405,0.86988,0.78902,0.89592,0.89328,0.67307,0.86794,0.58956,0.84669,0.000138352,0.000138352,0.000138352
179,608.322,0.83774,0.62321,0.86686,0.85419,0.81908,0.8927,0.66769,0.86776,0.59465,0.84745,0.00013793,0.00013793,0.00013793
180,611.778,0.84741,0.63901,0.86681,0.85905,0.81728,0.89286,0.66949,0.86821,0.60356,0.84776,0.000137509,0.000137509,0.000137509
181,615.194,0.84674,0.62621,0.86361,0.78825,0.87741,0.896,0.67399,0.88069,0.59642,0.849,0.000137087,0.000137087,0.000137087
182,618.579,0.86249,0.62463,0.86704,0.75221,0.90815,0.89517,0.67569,0.86635,0.58042,0.849,0.000136665,0.000136665,0.000136665
183,621.957,0.86283,0.62283,0.86303,0.78099,0.88478,0.89883,0.67759,0.87445,0.58356,0.85033,0.000136243,0.000136243,0.000136243
184,625.358,0.85387,0.61746,0.85849,0.76458,0.91115,0.91002,0.68272,0.86495,0.58645,0.84984,0.000135822,0.000135822,0.000135822
185,628.734,0.83082,0.60968,0.85891,0.78495,0.90207,0.91466,0.68703,0.85021,0.57757,0.84719,0.0001354,0.0001354,0.0001354
186,632.147,0.86507,0.62966,0.8682,0.78118,0.91194,0.91334,0.68711,0.86457,0.57941,0.84939,0.000134978,0.000134978,0.000134978
187,635.659,0.86838,0.64173,0.86419,0.79237,0.90591,0.90839,0.67739,0.86788,0.58722,0.84878,0.000134556,0.000134556,0.000134556
188,639.167,0.85404,0.62709,0.86708,0.78644,0.89341,0.88743,0.67124,0.86693,0.58445,0.84779,0.000134135,0.000134135,0.000134135
189,642.594,0.86914,0.63042,0.86664,0.7884,0.8819,0.89621,0.67046,0.89855,0.57821,0.85037,0.000133713,0.000133713,0.000133713
190,646.085,0.84722,0.62873,0.86687,0.77972,0.90551,0.89583,0.67848,0.87036,0.5814,0.84669,0.000133291,0.000133291,0.000133291
191,649.676,0.87101,0.63762,0.85921,0.78551,0.89168,0.8948,0.66884,0.91971,0.60396,0.85366,0.000132869,0.000132869,0.000132869
192,653.08,0.87959,0.62062,0.86629,0.77981,0.88252,0.8959,0.6763,0.89075,0.60424,0.85097,0.000132448,0.000132448,0.000132448
193,656.425,0.84452,0.61906,0.86482,0.76898,0.87626,0.89504,0.66736,0.87223,0.57938,0.846,0.000132026,0.000132026,0.000132026
194,659.886,0.88548,0.62048,0.87183,0.77631,0.88681,0.89542,0.66611,0.86646,0.57604,0.84572,0.000131604,0.000131604,0.000131604
195,663.358,0.86578,0.62551,0.85931,0.77765,0.8937,0.91679,0.68014,0.90594,0.58902,0.84958,0.000131182,0.000131182,0.000131182
196,666.809,0.85876,0.62287,0.86252,0.77257,0.88675,0.91293,0.6804,0.90098,0.59248,0.85184,0.000130761,0.000130761,0.000130761
197,670.219,0.86633,0.61272,0.86303,0.84334,0.8445,0.91911,0.68722,0.86517,0.57667,0.84954,0.000130339,0.000130339,0.000130339
198,673.614,0.85042,0.62446,0.86421,0.83964,0.8642,0.91948,0.68183,0.88711,0.58105,0.84924,0.000129917,0.000129917,0.000129917
199,677.162,0.86932,0.63221,0.86851,0.82421,0.88247,0.91859,0.68276,0.89112,0.57896,0.84839,0.000129495,0.000129495,0.000129495
200,680.577,0.83672,0.61632,0.87017,0.83994,0.88201,0.91425,0.68428,0.87774,0.57292,0.84811,0.000129074,0.000129074,0.000129074
201,683.929,0.82376,0.61578,0.86459,0.9274,0.80112,0.91207,0.69355,0.85841,0.56676,0.8464,0.000128652,0.000128652,0.000128652
202,687.27,0.84639,0.60705,0.867,0.80731,0.88329,0.91875,0.68642,0.87741,0.57433,0.84718,0.00012823,0.00012823,0.00012823
203,690.606,0.82884,0.6022,0.87016,0.78408,0.89639,0.92989,0.69366,0.8849,0.57868,0.84754,0.000127809,0.000127809,0.000127809
204,694.095,0.82714,0.61329,0.85612,0.78839,0.89686,0.92026,0.6903,0.8572,0.56871,0.84436,0.000127387,0.000127387,0.000127387
205,697.51,0.84139,0.60117,0.85818,0.79443,0.89979,0.91602,0.69099,0.85168,0.56379,0.84376,0.000126965,0.000126965,0.000126965
206,700.921,0.86059,0.63216,0.85995,0.79489,0.89452,0.91627,0.68786,0.84442,0.559,0.84269,0.000126543,0.000126543,0.000126543
207,704.379,0.85258,0.61546,0.86206,0.78638,0.89572,0.91553,0.69588,0.85457,0.57076,0.84491,0.000126122,0.000126122,0.000126122
208,707.782,0.82823,0.60343,0.86549,0.78265,0.89473,0.91589,0.67856,0.86723,0.58229,0.8453,0.0001257,0.0001257,0.0001257
209,711.357,0.83603,0.61018,0.86351,0.77702,0.89215,0.91976,0.69019,0.84985,0.5736,0.84548,0.000125278,0.000125278,0.000125278
210,714.825,0.82513,0.60965,0.86171,0.91282,0.80331,0.91572,0.6886,0.85424,0.5779,0.84413,0.000124856,0.000124856,0.000124856
211,718.228,0.82346,0.59826,0.85839,0.91398,0.80198,0.92214,0.68456,0.88446,0.58974,0.84902,0.000124435,0.000124435,0.000124435
212,721.605,0.83427,0.59858,0.86599,0.9117,0.80228,0.92331,0.70406,0.85687,0.58369,0.84683,0.000124013,0.000124013,0.000124013
213,725.098,0.82883,0.59623,0.85744,0.77636,0.89464,0.92693,0.69468,0.85862,0.56479,0.84663,0.000123591,0.000123591,0.000123591
214,728.586,0.83848,0.6028,0.87087,0.80016,0.90624,0.9203,0.68394,0.88452,0.56733,0.84692,0.000123169,0.000123169,0.000123169
215,732.083,0.83686,0.60588,0.86404,0.81182,0.90268,0.91997,0.68444,0.86592,0.56615,0.84552,0.000122748,0.000122748,0.000122748
216,735.636,0.82903,0.608,0.85978,0.82325,0.85659,0.92342,0.69314,0.86888,0.56905,0.8461,0.000122326,0.000122326,0.000122326
217,739.008,0.82567,0.61084,0.85795,0.76188,0.91372,0.92042,0.69184,0.86596,0.57716,0.84697,0.000121904,0.000121904,0.000121904
218,742.414,0.82428,0.5948,0.86532,0.75937,0.90455,0.91908,0.69161,0.87268,0.57472,0.84704,0.000121482,0.000121482,0.000121482
219,745.862,0.85225,0.61643,0.85777,0.78755,0.89644,0.91536,0.69848,0.86932,0.5642,0.84925,0.000121061,0.000121061,0.000121061
220,749.21,0.82595,0.60387,0.86224,0.7485,0.9039,0.91715,0.69543,0.86644,0.55865,0.8463,0.000120639,0.000120639,0.000120639
221,752.622,0.81652,0.59108,0.86142,0.75055,0.9036,0.91893,0.69759,0.86475,0.56852,0.84576,0.000120217,0.000120217,0.000120217
222,756.002,0.81653,0.59741,0.86103,0.79132,0.90092,0.9232,0.69418,0.87953,0.57658,0.84632,0.000119795,0.000119795,0.000119795
223,759.42,0.82244,0.60241,0.85638,0.78693,0.90509,0.92214,0.69679,0.86148,0.57356,0.8454,0.000119374,0.000119374,0.000119374
224,762.79,0.81529,0.59103,0.86366,0.78952,0.90301,0.91889,0.69428,0.85781,0.57575,0.84498,0.000118952,0.000118952,0.000118952
225,766.358,0.83292,0.58945,0.8509,0.78979,0.8976,0.90963,0.67585,0.89199,0.58022,0.84941,0.00011853,0.00011853,0.00011853
226,769.817,0.82188,0.58961,0.85865,0.93105,0.80279,0.90824,0.67883,0.87915,0.57874,0.84815,0.000118108,0.000118108,0.000118108
227,773.269,0.8261,0.59688,0.86197,0.92326,0.8019,0.91023,0.69062,0.85956,0.56509,0.84586,0.000117687,0.000117687,0.000117687
228,776.694,0.82232,0.59191,0.85885,0.92397,0.79857,0.91219,0.68694,0.86321,0.57748,0.84518,0.000117265,0.000117265,0.000117265
229,780.1,0.81074,0.58054,0.85776,0.80039,0.89241,0.91194,0.68291,0.88328,0.58262,0.84713,0.000116843,0.000116843,0.000116843
230,783.585,0.83216,0.6053,0.86527,0.82959,0.86722,0.91703,0.69426,0.84972,0.56335,0.84392,0.000116422,0.000116422,0.000116422
231,787.011,0.82635,0.58897,0.86352,0.81015,0.90825,0.91998,0.6916,0.86041,0.55556,0.84466,0.000116,0.000116,0.000116
232,790.563,0.81394,0.58695,0.87087,0.81111,0.90411,0.91931,0.68731,0.86134,0.56062,0.84584,0.000115578,0.000115578,0.000115578
233,793.912,0.82291,0.59545,0.85771,0.80702,0.90283,0.9144,0.68445,0.8767,0.5621,0.84872,0.000115156,0.000115156,0.000115156
234,797.308,0.8257,0.59194,0.85107,0.79661,0.90451,0.91632,0.68545,0.86088,0.55608,0.84705,0.000114735,0.000114735,0.000114735
235,800.802,0.83465,0.60262,0.85737,0.92463,0.80248,0.90177,0.67594,0.86857,0.56799,0.84712,0.000114313,0.000114313,0.000114313
236,804.265,0.83802,0.60678,0.85384,0.92782,0.80476,0.90363,0.67964,0.85014,0.56757,0.84388,0.000113891,0.000113891,0.000113891
237,807.607,0.814,0.59134,0.86043,0.92719,0.80372,0.89744,0.68093,0.85248,0.57388,0.84362,0.000113469,0.000113469,0.000113469
238,810.962,0.81466,0.59172,0.85448,0.92574,0.80289,0.89928,0.67745,0.85876,0.58304,0.84414,0.000113048,0.000113048,0.000113048
239,814.418,0.80479,0.58129,0.85566,0.93091,0.80097,0.89986,0.6822,0.85707,0.5782,0.8451,0.000112626,0.000112626,0.000112626
240,817.854,0.79784,0.57427,0.8559,0.77575,0.8976,0.89849,0.68668,0.85138,0.57339,0.84572,0.000112204,0.000112204,0.000112204
241,821.32,0.79518,0.5737,0.86585,0.81017,0.89003,0.90281,0.68991,0.85227,0.57367,0.84605,0.000111782,0.000111782,0.000111782
242,824.661,0.80304,0.58924,0.86054,0.80982,0.89233,0.90082,0.67591,0.87139,0.58817,0.84833,0.000111361,0.000111361,0.000111361
243,827.908,0.80386,0.57396,0.86452,0.80969,0.85522,0.90277,0.67943,0.85541,0.58668,0.8459,0.000110939,0.000110939,0.000110939
244,831.235,0.82098,0.58655,0.86056,0.80442,0.85636,0.90605,0.68187,0.86253,0.58441,0.84697,0.000110517,0.000110517,0.000110517
245,834.632,0.8198,0.5847,0.8616,0.81017,0.85801,0.90402,0.66896,0.88854,0.58954,0.85105,0.000110095,0.000110095,0.000110095
246,838.048,0.82337,0.58859,0.86237,0.81486,0.89355,0.90214,0.67816,0.86576,0.57497,0.84829,0.000109674,0.000109674,0.000109674
247,841.428,0.80235,0.57861,0.867,0.93036,0.80372,0.89931,0.67661,0.85982,0.5573,0.84523,0.000109252,0.000109252,0.000109252
248,844.833,0.84365,0.58974,0.85849,0.93542,0.80193,0.91661,0.68123,0.87743,0.56854,0.845,0.00010883,0.00010883,0.00010883
249,848.198,0.79879,0.58618,0.8584,0.94088,0.79859,0.92164,0.67623,0.89904,0.57522,0.84663,0.000108408,0.000108408,0.000108408
250,851.532,0.81139,0.58405,0.86394,0.81071,0.88789,0.92557,0.68325,0.875,0.57409,0.84392,0.000107987,0.000107987,0.000107987
251,854.914,0.81265,0.57426,0.85395,0.80013,0.89386,0.93232,0.69313,0.85862,0.56043,0.8439,0.000107565,0.000107565,0.000107565
252,858.487,0.79948,0.57168,0.85772,0.78625,0.90574,0.92141,0.68934,0.85391,0.55678,0.84364,0.000107143,0.000107143,0.000107143
253,861.937,0.8112,0.59276,0.85943,0.78792,0.88663,0.9214,0.69434,0.84476,0.55124,0.8409,0.000106722,0.000106722,0.000106722
254,865.343,0.79403,0.58766,0.85763,0.91468,0.8051,0.91829,0.69238,0.84249,0.55282,0.84002,0.0001063,0.0001063,0.0001063
255,868.78,0.79763,0.58269,0.85696,0.90952,0.80502,0.91018,0.69044,0.85979,0.57382,0.84239,0.000105878,0.000105878,0.000105878
256,872.151,0.8,0.5826,0.85994,0.91701,0.80423,0.90968,0.68256,0.85789,0.58167,0.84314,0.000105456,0.000105456,0.000105456
257,875.685,0.79914,0.57069,0.85585,0.92896,0.80169,0.9097,0.68395,0.85417,0.56718,0.84497,0.000105035,0.000105035,0.000105035
258,879.139,0.80477,0.56623,0.85242,0.94153,0.79192,0.91219,0.69249,0.84973,0.56691,0.84332,0.000104613,0.000104613,0.000104613
259,882.577,0.82896,0.58176,0.85409,0.93466,0.78514,0.9182,0.70261,0.85489,0.57224,0.84426,0.000104191,0.000104191,0.000104191
260,885.935,0.80671,0.57959,0.85778,0.92905,0.79659,0.91493,0.69874,0.8519,0.57659,0.84399,0.000103769,0.000103769,0.000103769
261,889.285,0.81442,0.58562,0.85704,0.77707,0.88895,0.91653,0.69683,0.85874,0.56629,0.84669,0.000103348,0.000103348,0.000103348
262,892.628,0.80097,0.57964,0.85806,0.94534,0.79145,0.91433,0.68091,0.86883,0.56808,0.847,0.000102926,0.000102926,0.000102926
263,896.023,0.81798,0.57769,0.85896,0.79553,0.89483,0.91561,0.68909,0.85211,0.56171,0.84558,0.000102504,0.000102504,0.000102504
264,899.446,0.8007,0.57164,0.85104,0.80345,0.89226,0.90715,0.68432,0.85111,0.55302,0.84528,0.000102082,0.000102082,0.000102082
265,903.363,0.79688,0.57937,0.85034,0.80194,0.88852,0.92077,0.69386,0.85335,0.54724,0.84482,0.000101661,0.000101661,0.000101661
266,907.123,0.8126,0.57874,0.86128,0.8016,0.8865,0.93039,0.69838,0.85808,0.55605,0.84862,0.000101239,0.000101239,0.000101239
267,910.832,0.81685,0.59429,0.85424,0.94925,0.7973,0.91329,0.6871,0.86795,0.56808,0.84992,0.000100817,0.000100817,0.000100817
268,914.435,0.79521,0.57306,0.86144,0.92625,0.80452,0.91186,0.6823,0.86094,0.56689,0.84608,0.000100395,0.000100395,0.000100395
269,917.945,0.78757,0.56343,0.85815,0.75234,0.91658,0.91014,0.68788,0.87428,0.56447,0.84466,9.99737e-05,9.99737e-05,9.99737e-05
270,921.642,0.82522,0.58101,0.86276,0.76182,0.92256,0.91176,0.68212,0.88428,0.55909,0.84523,9.95519e-05,9.95519e-05,9.95519e-05
271,925.228,0.79969,0.57156,0.86099,0.75936,0.91315,0.9096,0.67996,0.89541,0.56702,0.84749,9.91302e-05,9.91302e-05,9.91302e-05
272,928.765,0.79147,0.57311,0.84796,0.7596,0.91326,0.92072,0.68739,0.87274,0.5607,0.84596,9.87085e-05,9.87085e-05,9.87085e-05
273,932.208,0.79414,0.56945,0.85519,0.92942,0.79832,0.92135,0.69307,0.86735,0.56072,0.84682,9.82867e-05,9.82867e-05,9.82867e-05
274,935.777,0.79854,0.57015,0.84648,0.78039,0.91249,0.92504,0.69091,0.87882,0.56535,0.8479,9.7865e-05,9.7865e-05,9.7865e-05
275,939.151,0.79658,0.56537,0.85326,0.78828,0.90851,0.92817,0.69535,0.86608,0.55146,0.84477,9.74432e-05,9.74432e-05,9.74432e-05
276,942.533,0.7997,0.57666,0.8611,0.79743,0.91238,0.93408,0.70485,0.85886,0.53758,0.84344,9.70215e-05,9.70215e-05,9.70215e-05
277,946.259,0.79382,0.56427,0.85619,0.81181,0.90473,0.92918,0.69683,0.86402,0.5437,0.84502,9.65998e-05,9.65998e-05,9.65998e-05
278,949.752,0.8151,0.57555,0.85122,0.81289,0.90674,0.928,0.69134,0.87182,0.53902,0.8464,9.6178e-05,9.6178e-05,9.6178e-05
279,953.122,0.7728,0.56597,0.86199,0.81045,0.91123,0.92923,0.69843,0.85606,0.53174,0.84568,9.57563e-05,9.57563e-05,9.57563e-05
280,956.596,0.80177,0.56229,0.85495,0.79926,0.91576,0.9355,0.69923,0.87351,0.54151,0.84536,9.53345e-05,9.53345e-05,9.53345e-05
281,960.057,0.78477,0.55834,0.85521,0.80532,0.91165,0.92923,0.69812,0.86705,0.53646,0.84465,9.49128e-05,9.49128e-05,9.49128e-05
282,963.741,0.79352,0.56569,0.84826,0.80451,0.91131,0.92809,0.69508,0.85892,0.53499,0.8452,9.44911e-05,9.44911e-05,9.44911e-05
283,967.465,0.78873,0.56335,0.85249,0.83166,0.87555,0.92991,0.69608,0.86335,0.53696,0.84491,9.40693e-05,9.40693e-05,9.40693e-05
284,971.077,0.76197,0.55026,0.85206,0.83798,0.87379,0.93275,0.70058,0.85107,0.53172,0.84369,9.36476e-05,9.36476e-05,9.36476e-05
285,974.835,0.80883,0.57134,0.8612,0.82636,0.87158,0.93252,0.70526,0.84719,0.53724,0.84432,9.32258e-05,9.32258e-05,9.32258e-05
286,978.501,0.80049,0.57664,0.85766,0.78205,0.92903,0.93288,0.70339,0.8522,0.54867,0.84387,9.28041e-05,9.28041e-05,9.28041e-05
287,982.262,0.772,0.55495,0.84403,0.76078,0.91626,0.91492,0.68906,0.85063,0.54256,0.84407,9.23824e-05,9.23824e-05,9.23824e-05
288,985.722,0.77404,0.56375,0.84745,0.76616,0.91699,0.91563,0.68896,0.86096,0.54002,0.84407,9.19606e-05,9.19606e-05,9.19606e-05
289,989.187,0.76314,0.54249,0.85452,0.77865,0.91073,0.91494,0.68634,0.85643,0.54387,0.84431,9.15389e-05,9.15389e-05,9.15389e-05
290,992.733,0.76043,0.55732,0.8519,0.78996,0.90839,0.9153,0.6898,0.85387,0.54384,0.84413,9.11171e-05,9.11171e-05,9.11171e-05
291,996.307,0.78607,0.5516,0.85772,0.79197,0.88936,0.93337,0.70823,0.85681,0.5492,0.84583,9.06954e-05,9.06954e-05,9.06954e-05
292,999.874,0.79114,0.57409,0.85341,0.79146,0.88847,0.93305,0.70171,0.85888,0.54945,0.84634,9.02737e-05,9.02737e-05,9.02737e-05
293,1003.32,0.79665,0.56758,0.8565,0.931,0.80342,0.9277,0.70005,0.85578,0.546,0.84697,8.98519e-05,8.98519e-05,8.98519e-05
294,1006.9,0.78265,0.56407,0.85087,0.9208,0.80531,0.92145,0.6909,0.86273,0.5535,0.84633,8.94302e-05,8.94302e-05,8.94302e-05
295,1010.62,0.77949,0.55322,0.85126,0.91754,0.80531,0.91411,0.68602,0.8631,0.55128,0.84702,8.90084e-05,8.90084e-05,8.90084e-05
296,1014.47,0.79277,0.55519,0.85208,0.92643,0.80551,0.91497,0.69504,0.85902,0.54556,0.84682,8.85867e-05,8.85867e-05,8.85867e-05
297,1017.97,0.77781,0.55618,0.85287,0.9359,0.80456,0.91948,0.69363,0.85678,0.54351,0.84668,8.8165e-05,8.8165e-05,8.8165e-05
298,1021.61,0.79835,0.56497,0.85367,0.94177,0.80341,0.92007,0.69625,0.8648,0.55154,0.84655,8.77432e-05,8.77432e-05,8.77432e-05
299,1025.08,0.77608,0.56979,0.85559,0.80559,0.89357,0.92136,0.7018,0.84761,0.54424,0.84406,8.73215e-05,8.73215e-05,8.73215e-05
300,1028.48,0.79256,0.55829,0.84675,0.80407,0.90444,0.91888,0.69649,0.84403,0.53743,0.84438,8.68997e-05,8.68997e-05,8.68997e-05
301,1031.87,0.77991,0.55687,0.84661,0.91584,0.80308,0.92654,0.6966,0.86264,0.54597,0.84583,8.6478e-05,8.6478e-05,8.6478e-05
302,1035.37,0.77867,0.56324,0.84868,0.79784,0.92993,0.93407,0.70083,0.85364,0.53703,0.84463,8.60563e-05,8.60563e-05,8.60563e-05
303,1038.79,0.803,0.56053,0.84722,0.95606,0.79957,0.93474,0.70198,0.85393,0.54577,0.84478,8.56345e-05,8.56345e-05,8.56345e-05
304,1042.22,0.78989,0.55862,0.86023,0.9549,0.7996,0.93438,0.70092,0.8558,0.55028,0.84591,8.52128e-05,8.52128e-05,8.52128e-05
305,1045.65,0.77716,0.55117,0.85289,0.95192,0.80086,0.93436,0.70204,0.84707,0.54221,0.84492,8.4791e-05,8.4791e-05,8.4791e-05
306,1049.09,0.77334,0.55343,0.85195,0.80646,0.89369,0.93443,0.70415,0.84593,0.5363,0.84371,8.43693e-05,8.43693e-05,8.43693e-05
307,1052.61,0.77755,0.559,0.85621,0.80655,0.90389,0.92396,0.6918,0.86522,0.54254,0.84407,8.39476e-05,8.39476e-05,8.39476e-05
308,1056.03,0.78061,0.56094,0.85321,0.81408,0.90811,0.93345,0.69851,0.85447,0.53743,0.84369,8.35258e-05,8.35258e-05,8.35258e-05
309,1059.45,0.77828,0.55079,0.85795,0.82199,0.89653,0.93509,0.70511,0.84908,0.53196,0.84471,8.31041e-05,8.31041e-05,8.31041e-05
310,1062.9,0.77554,0.54938,0.84854,0.81764,0.89208,0.93321,0.70429,0.86556,0.5465,0.84789,8.26823e-05,8.26823e-05,8.26823e-05
311,1066.45,0.7914,0.55558,0.8505,0.81293,0.89005,0.93394,0.70156,0.87502,0.55554,0.84911,8.22606e-05,8.22606e-05,8.22606e-05
312,1070.01,0.78518,0.56048,0.84873,0.80413,0.88751,0.93186,0.70489,0.85377,0.5494,0.84719,8.18389e-05,8.18389e-05,8.18389e-05
313,1073.5,0.77765,0.56496,0.85459,0.80566,0.89137,0.92211,0.69709,0.85171,0.54681,0.84524,8.14171e-05,8.14171e-05,8.14171e-05
314,1076.9,0.78868,0.55582,0.851,0.80185,0.89308,0.92242,0.6977,0.86338,0.56013,0.84634,8.09954e-05,8.09954e-05,8.09954e-05
315,1080.32,0.76342,0.53954,0.84974,0.80571,0.8876,0.92356,0.68793,0.88714,0.57208,0.84938,8.05736e-05,8.05736e-05,8.05736e-05
316,1083.65,0.79481,0.56456,0.85173,0.94395,0.80297,0.91896,0.69251,0.85704,0.56147,0.84715,8.01519e-05,8.01519e-05,8.01519e-05
317,1087.09,0.78071,0.55228,0.84812,0.79591,0.89541,0.92271,0.69479,0.8596,0.5525,0.84551,7.97302e-05,7.97302e-05,7.97302e-05
318,1090.55,0.78247,0.55162,0.8458,0.79752,0.89813,0.92357,0.69338,0.86553,0.55938,0.84575,7.93084e-05,7.93084e-05,7.93084e-05
319,1094.08,0.77056,0.54648,0.84615,0.79234,0.90077,0.92064,0.69295,0.86334,0.55559,0.84758,7.88867e-05,7.88867e-05,7.88867e-05
320,1097.48,0.77708,0.55658,0.84852,0.80557,0.89667,0.91962,0.68918,0.8544,0.55707,0.84612,7.84649e-05,7.84649e-05,7.84649e-05
321,1101.01,0.78031,0.57091,0.8625,0.81725,0.89519,0.9192,0.69279,0.84731,0.54295,0.84581,7.80432e-05,7.80432e-05,7.80432e-05
322,1104.47,0.76755,0.55042,0.84577,0.81518,0.8958,0.92074,0.69834,0.84974,0.53989,0.84575,7.76215e-05,7.76215e-05,7.76215e-05
323,1107.91,0.77231,0.54758,0.84549,0.82018,0.89451,0.92015,0.69282,0.84884,0.53738,0.84577,7.71997e-05,7.71997e-05,7.71997e-05
324,1111.28,0.76665,0.5468,0.84556,0.82346,0.89432,0.91948,0.69399,0.85182,0.54451,0.84599,7.6778e-05,7.6778e-05,7.6778e-05
325,1114.72,0.74591,0.53859,0.85002,0.82938,0.89357,0.92852,0.69978,0.85065,0.54229,0.84654,7.63562e-05,7.63562e-05,7.63562e-05
326,1118.16,0.75427,0.54638,0.85328,0.82601,0.89336,0.93164,0.70612,0.84463,0.54103,0.84709,7.59345e-05,7.59345e-05,7.59345e-05
327,1121.61,0.77786,0.54572,0.85229,0.82177,0.89422,0.92469,0.70115,0.85038,0.53704,0.84771,7.55128e-05,7.55128e-05,7.55128e-05
328,1125.07,0.77084,0.55083,0.84833,0.81066,0.89791,0.92964,0.69546,0.84884,0.53766,0.84582,7.5091e-05,7.5091e-05,7.5091e-05
329,1128.44,0.76557,0.54428,0.85053,0.80087,0.91138,0.92304,0.69333,0.84815,0.53693,0.84416,7.46693e-05,7.46693e-05,7.46693e-05
330,1131.84,0.75588,0.54095,0.84828,0.81411,0.91184,0.92306,0.69653,0.83524,0.53677,0.84277,7.42475e-05,7.42475e-05,7.42475e-05
331,1135.25,0.7755,0.55032,0.8522,0.83089,0.91309,0.92319,0.69782,0.84728,0.53742,0.84375,7.38258e-05,7.38258e-05,7.38258e-05
332,1138.59,0.77481,0.55591,0.85176,0.84508,0.90942,0.93539,0.70218,0.84537,0.53025,0.84464,7.34041e-05,7.34041e-05,7.34041e-05
333,1141.96,0.761,0.54358,0.84833,0.85427,0.90756,0.93501,0.70531,0.84355,0.52568,0.84433,7.29823e-05,7.29823e-05,7.29823e-05
